Index,Class,Trinket,Map,Game ID,Kills,Coins,Completed,Lifetime
102,Battlesmith,Nox Bomb,Dustworks,3,3,43,1,2345
103,Evincer,Echo Bolt,Dustworks,3,0,0,1,282
104,Ranger,Vigor Flask,Dustworks,3,0,0,1,229
105,Dancer,Accelerator,Dustworks,3,2,102,1,2105
106,Ranger,Vigor Flask,Dustworks,3,0,4,1,445
107,Evincer,Echo Bolt,Dustworks,3,1,0,1,253
108,Ranger,Vigor Flask,Dustworks,3,1,1,1,548
109,Frost Knight,Hedge Seed,Dustworks,3,1,10,1,720
110,Ranger,Vigor Flask,Dustworks,3,0,2,1,384
111,Frost Knight,Hedge Seed,Dustworks,3,0,3,1,435
112,Ranger,Vigor Flask,Dustworks,3,1,16,0,0
113,Evincer,Echo Bolt,Dustworks,3,1,25,1,600
114,Evincer,Hedge Seed,Dustworks,3,1,51,1,712
115,Frost Knight,Hedge Seed,Dustworks,3,0,11,0,0
116,Dancer,Accelerator,Dustworks,3,1,22,1,615
117,Evincer,Echo Bolt,Dustworks,3,1,84,0,0
118,Artillery,Risk-It Biscuit,Dustworks,3,0,2,0,0
119,Dancer,Accelerator,Dustworks,3,0,0,0,0
120,Hexblade,Lava Cake,Polaris,4,3,21,1,2219
121,Evincer,Echo Bolt,Polaris,4,0,2,1,340
122,Stargazer,Spring Plume,Polaris,4,1,8,1,1285
123,Dancer,Bandage,Polaris,4,0,4,1,580
124,Artillery,Hedge Seed,Polaris,4,1,5,1,467
125,Stargazer,Spring Plume,Polaris,4,0,7,1,355
126,Artillery,Spring Plume,Polaris,4,2,23,1,1525
127,Stargazer,Spring Plume,Polaris,4,0,13,1,1281
128,Stargazer,Vigor Flask,Polaris,4,5,49,1,3530
129,Evincer,Echo Bolt,Polaris,4,1,17,1,399
130,Stargazer,Spring Plume,Polaris,4,0,22,1,1648
131,Artillery,Smoke Screen,Polaris,4,0,0,1,259
132,Evincer,Echo Bolt,Polaris,4,0,1,1,576
133,Artillery,Smoke Screen,Polaris,4,0,18,1,2406
134,Stargazer,Spring Plume,Polaris,4,0,12,1,681
135,Evincer,Echo Bolt,Polaris,4,1,40,1,1108
136,Stargazer,Spring Plume,Polaris,4,0,10,1,780
137,Vampire,Echo Bolt,Polaris,4,2,20,1,1320
138,Evincer,Lava Cake,Polaris,4,1,21,1,1509
139,Stargazer,Spring Plume,Polaris,4,2,38,1,973
140,Evincer,Echo Bolt,Polaris,4,0,7,1,528
141,Evincer,Lava Cake,Polaris,4,2,15,1,798
142,Evincer,Echo Bolt,Polaris,4,1,16,1,549
143,Stargazer,Spring Plume,Polaris,4,0,26,1,667
144,Evincer,Lava Cake,Polaris,4,3,96,1,3321
145,Titan,Flame Trap,Polaris,4,0,2,1,379
146,Stargazer,Spring Plume,Polaris,4,0,23,1,1925
147,Alchemist,Hedge Seed,Polaris,4,3,74,1,3955
148,Stargazer,Spring Plume,Polaris,4,1,48,1,2488
149,Evincer,Lava Cake,Polaris,4,0,4,1,556
150,Evincer,Echo Bolt,Polaris,4,0,0,1,601
151,Evincer,Lava Cake,Polaris,4,1,18,1,1268
152,Evincer,Echo Bolt,Polaris,4,1,84,1,514
153,Spectre,Risk-It Biscuit,Polaris,4,1,2,1,246
154,Stargazer,Spring Plume,Polaris,4,1,21,1,526
155,Battlesmith,Risk-It Biscuit,Polaris,4,3,77,0,0
156,Evincer,Lava Cake,Polaris,4,1,16,1,445
157,Evincer,Echo Bolt,Polaris,4,0,4,1,278
158,Evincer,Echo Bolt,Polaris,4,0,0,0,0
159,Evincer,Lava Cake,Crystal,5,0,26,1,1639
160,Alchemist,Flame Trap,Crystal,5,4,44,1,2619
161,Evincer,Echo Bolt,Crystal,5,0,2,1,623
162,Titan,Flame Trap,Crystal,5,0,2,1,496
163,Titan,Flame Trap,Crystal,5,2,6,1,727
164,Evincer,Echo Bolt,Crystal,5,0,0,1,272
165,Evincer,Echo Bolt,Crystal,5,0,2,1,811
166,Evincer,Bandage,Crystal,5,2,13,1,927
167,Titan,Flame Trap,Crystal,5,0,0,1,613
168,Evincer,Echo Bolt,Crystal,5,1,33,1,761
169,Titan,Flame Trap,Crystal,5,1,6,1,781
170,Griefer,Flame Trap,Crystal,5,3,33,1,1255
171,Evincer,Bandage,Crystal,5,0,12,1,624
172,Evincer,Echo Bolt,Crystal,5,0,0,1,710
173,Titan,Flame Trap,Crystal,5,1,27,1,905
174,Evincer,Nox Bomb,Crystal,5,1,21,1,900
175,Evincer,Echo Bolt,Crystal,5,0,18,1,329
176,Evincer,Risk-It Biscuit,Crystal,5,2,18,1,730
177,Titan,Flame Trap,Crystal,5,2,34,1,1242
178,Evincer,Smoke Screen,Crystal,5,0,4,1,375
179,Ranger,Vigor Flask,Crystal,5,2,29,1,1189
180,Evincer,Echo Bolt,Crystal,5,0,4,1,829
181,Evincer,Vigor Flask,Crystal,5,0,46,1,1721
182,Titan,Flame Trap,Crystal,5,1,13,1,583
183,Evincer,Echo Bolt,Crystal,5,1,15,1,431
184,Chronomancer,Hedge Seed,Crystal,5,3,71,1,1422
185,Titan,Flame Trap,Crystal,5,1,2,1,684
186,Evincer,Echo Bolt,Crystal,5,0,8,1,387
187,Evincer,Vigor Flask,Crystal,5,0,22,1,1878
188,Titan,Flame Trap,Crystal,5,1,49,1,860
189,Griefer,Hedge Seed,Crystal,5,1,35,1,580
190,Titan,Flame Trap,Crystal,5,2,67,1,1408
191,Titan,Lava Cake,Crystal,5,0,18,1,1136
192,Evincer,Echo Bolt,Crystal,5,2,27,1,988
193,Evincer,Vigor Flask,Crystal,5,0,1,1,250
194,Evincer,Echo Bolt,Crystal,5,3,89,0,0
195,Titan,Flame Trap,Crystal,5,0,1,1,1016
196,Titan,Spring Plume,Crystal,5,3,76,1,1430
197,Evincer,Echo Bolt,Crystal,5,0,42,1,303
198,Evincer,Echo Bolt,Crystal,5,0,2,1,400
199,Evincer,Echo Bolt,Crystal,5,1,39,1,785
200,Titan,Flame Trap,Crystal,5,0,3,1,586
201,Champion,Smoke Screen,Crystal,5,1,6,0,0
202,Titan,Flame Trap,Crystal,5,0,0,0,0
203,Evincer,Echo Bolt,Crystal,5,0,0,0,0
204,Hexblade,Lava Cake,Dustworks,6,0,12,1,928
205,Hexblade,Vigor Flask,Dustworks,6,0,24,1,1264
206,Evincer,Echo Bolt,Dustworks,6,1,8,1,1040
207,Champion,Lava Cake,Dustworks,6,1,11,1,728
208,Titan,Echo Bolt,Dustworks,6,1,18,1,1182
209,Champion,Lava Cake,Dustworks,6,2,18,1,971
210,Evincer,Echo Bolt,Dustworks,6,0,6,1,633
211,Spectre,Risk-It Biscuit,Dustworks,6,2,18,1,688
212,Evincer,Echo Bolt,Dustworks,6,1,21,1,586
213,Champion,Lava Cake,Dustworks,6,2,36,1,1582
214,Ranger,Flame Trap,Dustworks,6,0,17,1,1246
215,Spectre,Lava Cake,Dustworks,6,2,105,1,4600
216,Evincer,Echo Bolt,Dustworks,6,0,4,1,442
217,Evincer,Echo Bolt,Dustworks,6,1,14,1,663
218,Alchemist,Bandage,Dustworks,6,5,62,1,2078
219,Champion,Lava Cake,Dustworks,6,0,6,1,161
220,Evincer,Echo Bolt,Dustworks,6,0,4,1,508
221,Champion,Lava Cake,Dustworks,6,0,5,1,264
222,Champion,Lava Cake,Dustworks,6,0,10,1,934
223,Evincer,Echo Bolt,Dustworks,6,0,70,1,2111
224,Cloudbreaker,Bandage,Dustworks,6,3,56,0,0
225,Champion,Lava Cake,Dustworks,6,0,17,1,1274
226,Spectre,Lava Cake,Dustworks,6,0,4,0,0
227,Champion,Lava Cake,Dustworks,6,0,0,0,0
228,Evincer,Echo Bolt,Dustworks,6,0,0,0,0
229,Spectre,Lava Cake,Fissure,7,0,70,1,2974
230,Evincer,Accelerator,Fissure,7,0,12,1,728
231,Evincer,Echo Bolt,Fissure,7,1,18,1,986
232,Artillery,Nox Bomb,Fissure,7,1,13,1,580
233,Champion,Lava Cake,Fissure,7,0,4,1,722
234,Evincer,Echo Bolt,Fissure,7,2,34,1,1759
235,Artillery,Nox Bomb,Fissure,7,2,34,1,1914
236,Chronomancer,Flame Trap,Fissure,7,0,60,1,2125
237,Spectre,Vigor Flask,Fissure,7,2,82,0,0
238,Evincer,Echo Bolt,Fissure,7,1,35,1,500
239,Spectre,Lava Cake,Fissure,7,1,8,1,591
240,Cloudbreaker,Echo Bolt,Fissure,7,1,9,1,842
241,Evincer,Echo Bolt,Fissure,7,0,0,1,307
242,Spectre,Lava Cake,Fissure,7,4,78,0,0
243,Evincer,Echo Bolt,Fissure,7,0,9,1,518
244,Chronomancer,Flame Trap,Fissure,7,1,15,1,1518
245,Frost Knight,Echo Bolt,Fissure,7,0,28,1,1361
246,Evincer,Echo Bolt,Fissure,7,0,2,1,365
247,Chronomancer,Flame Trap,Fissure,7,0,0,0,0
248,Frost Knight,Accelerator,Fissure,7,0,0,0,0
249,Frost Knight,Vigor Flask,Grimspire,8,1,8,1,934
250,Spectre,Flame Trap,Grimspire,8,2,53,1,3268
251,Evincer,Echo Bolt,Grimspire,8,0,12,1,937
252,Griefer,Lava Cake,Grimspire,8,0,0,1,331
253,Vampire,Echo Bolt,Grimspire,8,0,10,1,545
254,Griefer,Lava Cake,Grimspire,8,3,16,1,1422
255,Champion,Risk-It Biscuit,Grimspire,8,0,8,1,751
256,Vampire,Echo Bolt,Grimspire,8,2,72,1,4048
257,Evincer,Echo Bolt,Grimspire,8,1,10,1,864
258,Alchemist,Echo Bolt,Grimspire,8,5,68,1,2803
259,Griefer,Lava Cake,Grimspire,8,0,4,1,501
260,Evincer,Echo Bolt,Grimspire,8,0,6,1,605
261,Griefer,Lava Cake,Grimspire,8,0,6,1,495
262,Evincer,Echo Bolt,Grimspire,8,0,2,1,303
263,Evincer,Echo Bolt,Grimspire,8,1,30,1,2067
264,Spectre,Hedge Seed,Grimspire,8,0,8,1,478
265,Griefer,Lava Cake,Grimspire,8,0,8,1,554
266,Spectre,Hedge Seed,Grimspire,8,1,22,1,1403
267,Griefer,Lava Cake,Grimspire,8,1,41,1,1181
268,Spectre,Flame Trap,Grimspire,8,0,2,1,196
269,Dancer,Hedge Seed,Grimspire,8,3,55,1,1326
270,Vampire,Echo Bolt,Grimspire,8,1,68,0,0
271,Griefer,Lava Cake,Grimspire,8,0,6,1,702
272,Spectre,Smoke Screen,Grimspire,8,0,2,1,548
273,Evincer,Echo Bolt,Grimspire,8,1,6,0,0
274,Spectre,Smoke Screen,Grimspire,8,0,2,0,0
275,Griefer,Lava Cake,Grimspire,8,0,0,0,0
276,Evincer,Nox Bomb,Bogpit,9,0,8,1,519
277,Alchemist,Hedge Seed,Bogpit,9,0,10,1,1117
278,Dancer,Echo Bolt,Bogpit,9,0,4,1,689
279,Titan,Flame Trap,Bogpit,9,3,49,1,3699
280,Griefer,Hedge Seed,Bogpit,9,1,2,1,454
281,Stargazer,Vigor Flask,Bogpit,9,5,86,1,4306
282,Dancer,Echo Bolt,Bogpit,9,1,8,1,567
283,Griefer,Hedge Seed,Bogpit,9,0,2,1,500
284,Battlesmith,Echo Bolt,Bogpit,9,0,15,1,1389
285,Griefer,Hedge Seed,Bogpit,9,0,8,1,1024
286,Titan,Echo Bolt,Bogpit,9,2,96,1,4691
287,Griefer,Hedge Seed,Bogpit,9,0,7,1,471
288,Battlesmith,Echo Bolt,Bogpit,9,0,31,1,2624
289,Griefer,Hedge Seed,Bogpit,9,1,73,1,2471
290,Titan,Flame Trap,Bogpit,9,0,8,1,874
291,Titan,Lava Cake,Bogpit,9,2,50,1,1986
292,Artillery,Risk-It Biscuit,Bogpit,9,0,2,1,294
293,Battlesmith,Risk-It Biscuit,Bogpit,9,2,56,0,0
294,Battlesmith,Echo Bolt,Bogpit,9,1,24,1,500
295,Griefer,Hedge Seed,Bogpit,9,0,20,1,1498
296,Battlesmith,Echo Bolt,Bogpit,9,0,39,1,1156
297,Titan,Echo Bolt,Bogpit,9,2,80,0,0
298,Titan,Lava Cake,Bogpit,9,0,52,0,0
299,Griefer,Hedge Seed,Bogpit,9,0,12,0,0
300,Battlesmith,Echo Bolt,Bogpit,9,0,7,1,438
301,Ranger,Flame Trap,Scald,10,1,24,1,1785
302,Vampire,Bandage,Scald,10,0,12,1,999
303,Titan,Echo Bolt,Scald,10,5,95,1,4668
304,Chronomancer,Spring Plume,Scald,10,0,4,1,751
305,Evincer,Flame Trap,Scald,10,2,25,1,1589
306,Chronomancer,Spring Plume,Scald,10,0,10,1,391
307,Vampire,Bandage,Scald,10,1,22,1,846
308,Stargazer,Flame Trap,Scald,10,1,10,1,793
309,Hexblade,Vigor Flask,Scald,10,1,13,1,870
310,Vampire,Bandage,Scald,10,0,12,1,503
311,Stargazer,Hedge Seed,Scald,10,2,91,0,0
312,Titan,Spring Plume,Scald,10,0,10,1,1337
313,Vampire,Hedge Seed,Scald,10,0,0,1,401
314,Skirmisher,Bandage,Scald,10,1,29,1,2412
315,Vampire,Hedge Seed,Scald,10,0,39,0,0
316,Titan,Spring Plume,Scald,10,0,2,1,389
317,Titan,Spring Plume,Scald,10,0,16,0,0
318,Titan,Echo Bolt,Scald,10,1,14,1,474
319,Titan,Flame Trap,Scald,10,0,0,0,0
320,Titan,Echo Bolt,Golden,11,1,14,1,1287
321,Artillery,Accelerator,Golden,11,0,14,1,1533
322,Artillery,Vigor Flask,Golden,11,4,58,1,4600
323,Frost Knight,Echo Bolt,Golden,11,1,41,1,3095
324,Evincer,Echo Bolt,Golden,11,0,0,1,234
325,Evincer,Echo Bolt,Golden,11,1,28,1,1651
326,Titan,Echo Bolt,Golden,11,3,71,1,2401
327,Artillery,Accelerator,Golden,11,0,4,1,517
328,Artillery,Accelerator,Golden,11,0,6,1,809
329,Evincer,Echo Bolt,Golden,11,0,6,1,474
330,Evincer,Echo Bolt,Golden,11,1,0,1,367
331,Artillery,Accelerator,Golden,11,0,8,1,1120
332,Frost Knight,Echo Bolt,Golden,11,0,0,1,317
333,Evincer,Echo Bolt,Golden,11,1,75,1,2943
334,Frost Knight,Echo Bolt,Golden,11,1,43,1,1240
335,Titan,Echo Bolt,Golden,11,0,57,1,2827
336,Artillery,Accelerator,Golden,11,1,58,1,2276
337,Spectre,Flame Trap,Golden,11,1,33,1,653
338,Frost Knight,Echo Bolt,Golden,11,1,0,1,443
339,Frost Knight,Echo Bolt,Golden,11,0,4,1,391
340,Chronomancer,Smoke Screen,Golden,11,2,81,1,1896
341,Frost Knight,Spring Plume,Golden,11,2,65,0,0
342,Evincer,Echo Bolt,Golden,11,1,0,1,240
343,Artillery,Accelerator,Golden,11,0,12,0,0
344,Titan,Echo Bolt,Golden,11,1,51,0,0
345,Evincer,Echo Bolt,Golden,11,0,33,0,0
346,Artillery,Lava Cake,Golden,11,0,0,0,0
347,Stargazer,Echo Bolt,Dustworks,12,2,37,1,3212
348,Titan,Echo Bolt,Dustworks,12,8,93,1,4020
349,Skirmisher,Risk-It Biscuit,Dustworks,12,1,9,1,859
350,Battlesmith,Vigor Flask,Dustworks,12,0,2,1,403
351,Battlesmith,Vigor Flask,Dustworks,12,0,13,1,1587
352,Skirmisher,Risk-It Biscuit,Dustworks,12,0,6,1,751
353,Skirmisher,Risk-It Biscuit,Dustworks,12,0,0,1,294
354,Skirmisher,Risk-It Biscuit,Dustworks,12,0,7,1,469
355,Evincer,Echo Bolt,Dustworks,12,0,3,1,470
356,Griefer,Lava Cake,Dustworks,12,0,4,1,778
357,Evincer,Echo Bolt,Dustworks,12,0,25,1,623
358,Skirmisher,Risk-It Biscuit,Dustworks,12,0,4,1,462
359,Vampire,Nox Bomb,Dustworks,12,1,8,1,305
360,Skirmisher,Risk-It Biscuit,Dustworks,12,1,12,1,308
361,Griefer,Nox Bomb,Dustworks,12,2,57,1,809
362,Evincer,Echo Bolt,Dustworks,12,0,2,1,205
363,Artillery,Bandage,Dustworks,12,0,8,1,765
364,Skirmisher,Risk-It Biscuit,Dustworks,12,1,8,1,665
365,Evincer,Echo Bolt,Dustworks,12,1,49,1,1137
366,Titan,Echo Bolt,Dustworks,12,1,55,1,1580
367,Griefer,Nox Bomb,Dustworks,12,1,35,1,1043
368,Hexblade,Accelerator,Dustworks,12,4,62,1,2122
369,Skirmisher,Risk-It Biscuit,Dustworks,12,0,34,1,1034
370,Evincer,Echo Bolt,Dustworks,12,1,14,1,694
371,Griefer,Lava Cake,Dustworks,12,1,41,1,1071
372,Titan,Echo Bolt,Dustworks,12,1,39,1,866
373,Skirmisher,Risk-It Biscuit,Dustworks,12,0,7,1,285
374,Evincer,Echo Bolt,Dustworks,12,1,36,1,1092
375,Skirmisher,Risk-It Biscuit,Dustworks,12,0,6,1,367
376,Griefer,Lava Cake,Dustworks,12,1,18,1,593
377,Skirmisher,Risk-It Biscuit,Dustworks,12,1,10,1,288
378,Titan,Echo Bolt,Dustworks,12,1,14,1,531
379,Evincer,Echo Bolt,Dustworks,12,2,39,1,767
380,Evincer,Echo Bolt,Dustworks,12,0,30,1,726
381,Skirmisher,Risk-It Biscuit,Dustworks,12,1,43,1,380
382,Griefer,Lava Cake,Dustworks,12,1,51,1,530
383,Titan,Echo Bolt,Dustworks,12,0,10,1,579
384,Dancer,Lava Cake,Dustworks,12,3,9,1,388
385,Skirmisher,Risk-It Biscuit,Dustworks,12,1,0,1,276
386,Griefer,Lava Cake,Dustworks,12,1,40,1,470
387,Evincer,Echo Bolt,Dustworks,12,1,16,1,298
388,Titan,Echo Bolt,Dustworks,12,0,37,1,327
389,Evincer,Lava Cake,Dustworks,12,0,5,1,314
390,Skirmisher,Risk-It Biscuit,Dustworks,12,1,44,1,397
391,Evincer,Echo Bolt,Dustworks,12,2,43,1,548
392,Griefer,Lava Cake,Dustworks,12,1,9,1,325
393,Griefer,Echo Bolt,Dustworks,12,0,38,1,1081
394,Stargazer,Lava Cake,Dustworks,12,2,21,1,926
395,Griefer,Lava Cake,Dustworks,12,1,28,1,1093
396,Evincer,Echo Bolt,Dustworks,12,0,58,1,1213
397,Skirmisher,Risk-It Biscuit,Dustworks,12,1,12,1,390
398,Cloudbreaker,Lava Cake,Dustworks,12,5,82,0,0
399,Griefer,Echo Bolt,Dustworks,12,0,2,1,295
400,Skirmisher,Risk-It Biscuit,Dustworks,12,0,8,0,0
401,Griefer,Lava Cake,Dustworks,12,1,2,1,318
402,Griefer,Echo Bolt,Dustworks,12,0,14,1,229
403,Evincer,Echo Bolt,Dustworks,12,0,2,0,0
404,Griefer,Echo Bolt,Dustworks,12,0,0,0,0
405,Griefer,Lava Cake,Sunken,13,1,11,1,896
406,Artillery,Hedge Seed,Sunken,13,0,2,1,1137
407,Griefer,Echo Bolt,Sunken,13,8,89,1,5695
408,Evincer,Echo Bolt,Sunken,13,0,2,1,448
409,Evincer,Echo Bolt,Sunken,13,1,8,1,577
410,Frost Knight,Smoke Screen,Sunken,13,1,17,1,1298
411,Battlesmith,Vigor Flask,Sunken,13,0,6,1,721
412,Frost Knight,Flame Trap,Sunken,13,0,7,1,1266
413,Battlesmith,Vigor Flask,Sunken,13,0,14,1,2268
414,Evincer,Echo Bolt,Sunken,13,0,0,1,236
415,Stargazer,Bandage,Sunken,13,0,6,1,1798
416,Frost Knight,Flame Trap,Sunken,13,1,25,1,1706
417,Stargazer,Echo Bolt,Sunken,13,2,17,1,787
418,Hexblade,Lava Cake,Sunken,13,0,6,1,712
419,Evincer,Echo Bolt,Sunken,13,0,0,1,288
420,Frost Knight,Flame Trap,Sunken,13,1,8,1,635
421,Evincer,Echo Bolt,Sunken,13,1,10,1,394
422,Hexblade,Lava Cake,Sunken,13,1,45,1,1765
423,Hexblade,Hedge Seed,Sunken,13,0,37,1,639
424,Evincer,Echo Bolt,Sunken,13,0,7,1,541
425,Griefer,Echo Bolt,Sunken,13,3,36,1,453
426,Frost Knight,Flame Trap,Sunken,13,0,2,1,284
427,Evincer,Echo Bolt,Sunken,13,0,37,1,339
428,Vampire,Accelerator,Sunken,13,2,15,1,485
429,Frost Knight,Flame Trap,Sunken,13,1,9,1,1175
430,Griefer,Echo Bolt,Sunken,13,2,66,1,1984
431,Spectre,Vigor Flask,Sunken,13,3,55,1,1711
432,Hexblade,Lava Cake,Sunken,13,0,1,1,299
433,Frost Knight,Flame Trap,Sunken,13,0,2,1,413
434,Griefer,Accelerator,Sunken,13,1,35,1,891
435,Evincer,Echo Bolt,Sunken,13,0,2,1,354
436,Frost Knight,Flame Trap,Sunken,13,1,55,1,565
437,Evincer,Echo Bolt,Sunken,13,1,0,1,230
438,Griefer,Echo Bolt,Sunken,13,1,37,1,448
439,Hexblade,Flame Trap,Sunken,13,0,10,1,383
440,Evincer,Echo Bolt,Sunken,13,2,25,1,428
441,Griefer,Accelerator,Sunken,13,2,48,1,486
442,Frost Knight,Flame Trap,Sunken,13,0,8,1,916
443,Griefer,Echo Bolt,Sunken,13,0,60,0,0
444,Spectre,Smoke Screen,Sunken,13,2,69,0,0
445,Evincer,Echo Bolt,Sunken,13,1,14,1,306
446,Griefer,Accelerator,Sunken,13,1,4,1,595
447,Evincer,Echo Bolt,Sunken,13,1,9,1,512
448,Evincer,Echo Bolt,Sunken,13,0,0,0,0
449,Griefer,Lava Cake,Polaris,14,1,13,1,1628
450,Frost Knight,Flame Trap,Polaris,14,0,2,1,333
451,Evincer,Lava Cake,Polaris,14,1,27,1,1360
452,Ranger,Vigor Flask,Polaris,14,0,4,1,1440
453,Evincer,Echo Bolt,Polaris,14,0,2,1,927
454,Frost Knight,Bandage,Polaris,14,4,20,1,989
455,Evincer,Lava Cake,Polaris,14,0,6,1,503
456,Evincer,Echo Bolt,Polaris,14,2,45,1,1924
